2002jd,0.84,Blondin2006,Matheson2005,0.32,Blondin2006,?,?,?,?,?,?,0.04,?,0.115,?,NED,?,?,?,?,?,?,?,?,?
2002jq,1.48,Blondin2006,Matheson2005,0.49,Blondin2006,?,?,?,?,?,?,0.07,?,0.112,?,NED,?,?,?,?,?,?,?,?,?
2002jr,?,?,Matheson2005,0.425000,NEDfromhost,?,?,?,?,?,?,?,?,0.110,?,NED,?,?,?,?,?,?,?,?,?
2002js,1.03,Blondin2006,Matheson2005,0.54,Blondin2006,?,?,?,?,?,?,0.07,?,0.101,?,NED,?,?,?,?,?,?,?,?,?
2002jt,0.83,Blondin2006,Matheson2005,0.56,Blondin2006,?,?,?,?,?,?,0.01,?,0.157,?,NED,?,?,?,?,?,?,?,?,?
2002ju,?,?,Matheson2005,0.348000,NEDfromhost,?,?,?,?,?,?,?,?,0.113,?,NED,?,?,?,?,?,?,?,?,?
2002jw,1.00,Blondin2006,Matheson2005,0.357,Blondin2006,?,?,?,?,?,?,0.08,?,0.157,?,NED,?,?,?,?,?,?,?,?,?
2002jy,0.990,Blondin2010(from x1),Blondin2010,0.0187,Blondin2010,15.702,0.019,Blondin2010,?,?,?,0.035,?,?,?,?,?,?,?,?,0.660,0.212,0.013,0.015,Blondin2010
2002kf,1.355,Blondin2010(from x1),Blondin2010,0.0195,Blondin2010,16.654,0.033,Blondin2010,?,?,?,0.031,?,?,?,?,?,?,?,?,-1.493,0.189,0.009,0.023,Blondin2010
2003L,?,?,LifanWang,0.021358,NEDfromhost,?,?,?,?,?,?,?,?,0.087,?,NED,?,?,?,?,?,?,?,?,?
2003U,1.548,Blondin2010(from x1),Blondin2010,0.0279,Blondin2010,16.471,0.046,Blondin2010,?,?,?,0.081,?,?,?,?,?,?,?,?,-2.536,0.558,0.033,0.035,Blondin2010
2003W,?,?,LifanWang,0.020071,NEDfromhost,?,?,?,?,?,?,?,?,0.212,?,NED,?,?,?,?,-0.275,0.095,0.190,0.010,HickenPhD2009
2003cg,1.25,Elias-Rosa2006,SUSPECT,0.00531,NEDhost,15.94,0.04,Elias-Rosa2006,?,?,?,0.05,?,0.134,0.031,NED,1.23,0.05,XWang2009,0.000083,-0.802,0.039,1.053,0.019,Arsenijevic2011
2003ch,1.561,Blondin2010(from x1),Blondin2010,0.0256,Blondin2010,16.659,0.022,Blondin2010,?,?,?,0.094,?,?,?,?,?,?,?,?,-1.655,0.297,0.012,0.019,Blondin2010
2003du,1.1510178,LifanWang,2007A&A...469.645S & 2005A&A...429..667A,0.00665,NEDhost,13.49,0.07,XWang2006,13.620202,0.028733561,LifanWang,0.037399339,SBdm,0.045,0.010,NED,0.02,0.04,XWang2009,0.000023,0.294,0.039,-0.102,0.017,Arsenijevic2011
2003fg,?,?,?,0.2440,0609804v3,?,?,?,?,?,?,?,?,0.056,?,NED,?,?,?,?,1.134,0.306,0.043,0.030,Arsenijevic2011
2003hh,?,?,LifanWang,0.038700,NEDfromhost,?,?,?,?,?,?,?,?,0.250,?,NED,?,?,?,?,?,?,?,?,?
2003it,1.386,Blondin2010(from x1),Blondin2010,0.0279,Blondin2010,16.342,0.028,Blondin2010,?,?,?,0.049,?,?,?,?,?,?,?,?,-1.815,0.359,0.084,0.029,Blondin2010
2003iv,1.417,Blondin2010(from x1),Blondin2010,0.0335,Blondin2010,16.961,0.026,Blondin2010,?,?,?,0.060,?,?,?,?,?,?,?,?,-2.473,0.486,-0.031,0.028,Blondin2010
2003ji,0.84,Blondin2006,Matheson2005,0.21,Blondin2006,?,?,?,?,?,?,0.05,?,0.107,?,NED,?,?,?,?,?,?,?,?,?
2003jj,0.84,Blondin2006,Matheson2005,0.583,Blondin2006,?,?,?,?,?,?,0.11,?,0.126,?,NED,?,?,?,?,?,?,?,?,?
2003jl,0.92,Blondin2006,Matheson2005,0.429,Blondin2006,?,?,?,?,?,?,0.04,?,0.125,?,NED,?,?,?,?,?,?,?,?,?
2003jm,0.84,Blondin2006,Matheson2005,0.522,Blondin2006,?,?,?,?,?,?,0.08,?,0.110,?,NED,?,?,?,?,?,?,?,?,?
2003jn,?,?,Matheson2005,0.300000,NEDfromhost,?,?,?,?,?,?,?,?,0.126,?,NED,?,?,?,?,?,?,?,?,?
2003jo,0.84,Blondin2006,Matheson2005,0.524,Blondin2006,?,?,?,?,?,?,0.13,?,0.154,?,NED,?,?,?,?,?,?,?,?,?
2003jq,0.83,Blondin2006,Matheson2005,0.16,Blondin2006,?,?,?,?,?,?,0.01,?,0.123,?,NED,?,?,?,?,?,?,?,?,?
2003jr,0.83,Blondin2006,Matheson2005,0.340,Blondin2006,?,?,?,?,?,?,0.05,?,0.109,?,NED,?,?,?,?,?,?,?,?,?
2003js,0.99,Blondin2006,Matheson2005,0.363,Blondin2006,?,?,?,?,?,?,0.03,?,0.146,?,NED,?,?,?,?,?,?,?,?,?
2003jt,0.83,Blondin2006,Matheson2005,0.45,Blondin2006,?,?,?,?,?,?,0.08,?,0.134,?,NED,?,?,?,?,?,?,?,?,?
2003ju,1.29,Blondin2006,Matheson2005,0.20,Blondin2006,?,?,?,?,?,?,0.01,?,0.151,?,NED,?,?,?,?,?,?,?,?,?
2003jv,0.83,Blondin2006,Matheson2005,0.405,Blondin2006,?,?,?,?,?,?,0.10,?,0.148,?,NED,?,?,?,?,?,?,?,?,?
2003jw,1.69,Blondin2006,Matheson2005,0.296,Blondin2006,?,?,?,?,?,?,0.01,?,0.126,?,NED,?,?,?,?,?,?,?,?,?
2003jy,1.05,Blondin2006,Matheson2005,0.339,Blondin2006,?,?,?,?,?,?,0.04,?,0.087,?,NED,?,?,?,?,?,?,?,?,?
2003kk,1.02,Blondin2006,Matheson2005,0.164,Blondin2006,?,?,?,?,?,?,0.03,?,0.146,?,NED,?,?,?,?,?,?,?,?,?
2003kl,1.47,Blondin2006,Matheson2005,0.335,Blondin2006,?,?,?,?,?,?,0.08,?,0.155,?,NED,?,?,?,?,?,?,?,?,?
2003km,0.94,Blondin2006,Matheson2005,0.47,Blondin2006,?,?,?,?,?,?,0.04,?,0.132,?,NED,?,?,?,?,?,?,?,?,?
2003kn,1.47,Blondin2006,Matheson2005,0.244,Blondin2006,?,?,?,?,?,?,0.03,?,0.112,?,NED,?,?,?,?,?,?,?,?,?
2003ko,1.21,Blondin2006,Matheson2005,0.360,Blondin2006,?,?,?,?,?,?,0.06,?,0.097,?,NED,?,?,?,?,?,?,?,?,?
2003kp,1.29,Blondin2006,Matheson2005,0.64,Blondin2006,?,?,?,?,?,?,0.05,?,0.140,?,NED,?,?,?,?,?,?,?,?,?
2003kq,0.88,Blondin2006,Matheson2005,0.61,Blondin2006,?,?,?,?,?,?,0.07,?,0.146,?,NED,?,?,?,?,?,?,?,?,?
2003kr,1.17,Blondin2006,Matheson2005,0.427,Blondin2006,?,?,?,?,?,?,0.05,?,0.140,?,NED,?,?,?,?,?,?,?,?,?
2003ks,?,?,Matheson2005,0.500000,NEDfromhost,?,?,?,?,?,?,?,?,0.134,?,NED,?,?,?,?,?,?,?,?,?
2003kt,1.23,Blondin2006,Matheson2005,0.61,Blondin2006,?,?,?,?,?,?,0.07,?,0.147,?,NED,?,?,?,?,?,?,?,?,?
2003ku,?,?,Matheson2005,0.800000,NEDfromhost,?,?,?,?,?,?,?,?,0.155,?,NED,?,?,?,?,?,?,?,?,?
2003kv,?,?,Matheson2005,0.800000,NEDfromhost,?,?,?,?,?,?,?,?,0.101,?,NED,?,?,?,?,?,?,?,?,?
2003le,0.83,Blondin2006,Matheson2005,0.56,Blondin2006,?,?,?,?,?,?,0.02,?,0.126,?,NED,?,?,?,?,?,?,?,?,?
2003lf,1.40,Blondin2006,Matheson2005,0.41,Blondin2006,?,?,?,?,?,?,0.07,?,0.171,?,NED,?,?,?,?,?,?,?,?,?
2003lh,?,?,Matheson2005,0.500000,NEDfromhost,?,?,?,?,?,?,?,?,0.086,?,NED,?,?,?,?,?,?,?,?,?
2003li,1.06,Blondin2006,Matheson2005,0.544,Blondin2006,?,?,?,?,?,?,0.04,?,0.116,?,NED,?,?,?,?,?,?,?,?,?
2003lj,1.11,Blondin2006,Matheson2005,0.417,Blondin2006,?,?,?,?,?,?,0.07,?,0.146,?,NED,?,?,?,?,?,?,?,?,?
2003lk,?,?,Matheson2005,0.442000,NEDfromhost,?,?,?,?,?,?,?,?,0.087,?,NED,?,?,?,?,?,?,?,?,?
2003ll,?,?,Matheson2005,0.600000,NEDfromhost,?,?,?,?,?,?,?,?,0.141,?,NED,?,?,?,?,?,?,?,?,?
2003lm,1.47,Blondin2006,Matheson2005,0.408,Blondin2006,?,?,?,?,?,?,0.05,?,0.187,?,NED,?,?,?,?,?,?,?,?,?
2003ln,0.85,Blondin2006,Matheson2005,0.63,Blondin2006,?,?,?,?,?,?,0.18,?,0.124,?,NED,?,?,?,?,?,?,?,?,?
2004as,1.093,Blondin2010(from x1),Blondin2010,0.0321,Blondin2010,16.956,0.018,Blondin2010,?,?,?,0.034,?,?,?,?,?,?,?,?,-0.017,0.206,0.128,0.016,Blondin2010
2004dt,1.2993498,LifanWang,?,0.01883,NEDhost,15.33,0.02,Altavilla2008,?,?,?,0.0018884419,?,0.108,0.025,NED,0.11,0.05,XWang2009,0.000070,-0.885,0.048,-0.027,0.024,Arsenijevic2011
2004ef,1.4963791,LifanWang,LifanWang,0.02979,NEDhost,?,?,?,?,?,?,0.0034200593,?,0.233,?,NED,?,?,?,?,?,?,?,?,?
2004eo,1.4169505,LifanWang,2007MNRAS.377.1531P,0.01475,NEDhost,15.511,0.020,Pastorello2007,15.368,0.022,Pastorello2007,0.0044512203,SB(s)ab,0.468,0.109,NED,0.04,0.04,XWang2009,0.000070,-1.044,0.036,0.039,0.024,Arsenijevic2011
2004S,1.2097449,LifanWang,2007AJ....133...58K,0.00986,NEDhost,14.01,0.08,XWang2006,14.36,0.07,Misra2005,0.016053702,Sc,0.436,0.101,NED,0.07,0.04,XWang2009,0.000037,-0.217,0.087,0.022,0.026,Arsenijevic2011
2005am,1.5976542,LifanWang,?,0.00897,NEDhost,?,?,?,?,?,?,0.0049027077,?,0.231,?,NED,?,?,?,?,-2.034,0.094,0.133,0.040,Arsenijevic2011
2005bl,1.93,Taubenberger2008,?,0.02513,NEDhost,18.68,0.04,Taubenberger2008,?,?,?,0.10,?,0.123,0.028,NED,0.17,0.08,Taubenberger2008,0.000110,-2.185,0.100,0.513,0.027,Arsenijevic2011
2005cf,1.1608428,LifanWang,LifanWang,0.00704,NEDhost,13.609,0.029,Pastorello2007,13.699,0.024,Pastorello2007,0.0026058456,S0 pec,0.417,0.097,NED,0.11,0.03,XWang2009,0.000040,-0.134,0.054,-0.034,0.024,Arsenijevic2011
2005cg,0.94,Quimby2006(from s),LifanWang,0.03024,NEDhost,?,?,?,?,?,?,0.05,?,0.515,0.119,NED,?,?,?,?,?,?,?,?,?
2005de,?,?,LifanWang,0.015184,NEDfromhost,?,?,?,?,?,?,?,?,0.440,?,NED,?,?,?,?,?,?,?,?,?
2005df,1.1159915,LifanWang,LifanWang,0.00435,NEDhost,?,?,?,?,?,?,0.013017635,?,0.129,?,NED,?,?,?,?,?,?,?,?,?
2005hj,0.74,Quimby2007,?,0.05629,Quimby2007 to z(CMB),?,?,?,?,?,?,0.17,?,0.168,?,NED,?,?,?,?,1.707,0.337,-0.019,0.018,HickenPhD2009
2005hk,1.56,2007PASP..119..360P,2007PASP..119..360P,0.01183,NEDhost,15.91,0.03,Sahu2008,?,?,?,0.09,?,0.097,0.022,NED,0.11,0.4,Sahu2008,0.000090,0.044,0.058,0.250,0.027,Arsenijevic2011
2005ke,?,?,XWAng,0.004880,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2005ki,1.478,Blondin2010(from x1),Blondin2010,0.0208,Blondin2010,15.551,0.029,Blondin2010,?,?,?,0.025,?,?,?,?,?,?,?,?,-2.123,0.153,-0.059,0.026,Blondin2010
2006aj,?,?,CfA,0.033,arXiv:astro-ph/0603377v2,?,?,?,?,?,?,?,?,0.613,?,NED,?,?,?,?,?,?,?,?,?
2006ax,1.08,2009ApJ...700..331H,Blondin2010,0.0180,Blondin2010,15.010,0.010,Blondin2010,?,?,?,0.05,?,?,?,?,?,?,?,?,-0.062,0.062,-0.049,0.009,Blondin2010
2006gj,1.39,2009ApJ...700..331H,Blondin2010,0.0277,Blondin2010,17.668,0.033,Blondin2010,?,?,?,0.17,?,?,?,?,?,?,?,?,-2.073,0.280,0.409,0.023,Blondin2010
2006gz,0.69,2007ApJ...669L..17H,2007ApJ...669L..17H,0.02329,NEDhost,16.06,0,Hicken2007,15.99,0,Hicken2007,0.04,Scd,0.272,0.063,NED,0.18,0.05,2007ApJ...669L..17H,0.000153,2.228,0.120,-0.027,0.025,Arsenijevic2011
2006sr,1.26,2009ApJ...700..331H,Blondin2010,0.0232,Blondin2010,16.126,0.017,Blondin2010,?,?,?,0.09,?,?,?,?,?,?,?,?,-1.754,0.220,0.060,0.015,Blondin2010
2006X,1.17,XWang2008,XWang2008,0.00632,NEDhost,15.40,0.03,XWang2008,?,?,?,0.04,Sbc,0.113,0.026,NED,1.42,0.05,XWang2009,0.000077,-0.258,0.040,1.209,0.025,Arsenijevic2011
2007ca,1.045,Blondin2010(from x1),Blondin2010,0.0151,Blondin2010,15.933,0.013,Blondin2010,?,?,?,0.020,?,?,?,?,?,?,?,?,0.289,0.122,0.305,0.012,Blondin2010
2007cq,?,?,WimDeVries,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007cs,?,?,WimDeVries,0.017559,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007fb,?,?,WimDeVries,0.018029,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007fs,?,?,WimDeVries,0.017192,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007gi,?,?,WimDeVries,0.004820,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1.260,0.117,0.049,0.029,Arsenijevic2011
2007gn,?,?,WimDeVries,0.036000,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007gt,?,?,WimDeVries,0.060125,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007hd,?,?,WimDeVries,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007hg,?,?,WimDeVries,0.030000,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007hj,?,?,WimDeVries,0.014113,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007hk,?,?,WimDeVries,0.046154,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007hu,?,?,WimDeVries,0.035391,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007hx,?,?,WimDeVries,0.080000,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007if,?,?,WimDeVries,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.964,0.198,-0.092,0.030,Arsenijevic2011
2007jg,?,?,WimDeVries,0.037131,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007kd,?,?,WimDeVries,0.024177,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007kg,?,?,WimDeVries,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007kh,?,?,WimDeVries,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007ki,?,?,WimDeVries,0.016538,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007kk,?,?,WimDeVries,0.041045,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007le,?,?,WimDeVries&XWang,0.006721,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.152,0.054,0.270,0.027,Arsenijevic2011
2007nq,?,?,WimDeVries,0.045031,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007ob,?,?,WimDeVries,0.033927,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007ol,?,?,WimDeVries,0.055908,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007oo,?,?,WimDeVries,0.029837,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007pz,?,?,WimDeVries,0.130000,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007qc,?,?,WimDeVries,0.030000,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007qe,?,?,WimDeVries,0.020000,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007qr,?,?,WimDeVries,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007rv,?,?,WimDeVries,0.014043,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007rx,?,?,WimDeVries,0.030000,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007ry,?,?,WimDeVries,0.040000,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007rz,?,?,WimDeVries,0.012999,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007sa,?,?,WimDeVries,0.005076,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007so,?,?,WimDeVries,0.029687,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007sp,?,?,WimDeVries,0.023690,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007sr,?,?,WimDeVries,0.005477,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007ss,?,?,WimDeVries,0.015527,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007sw,?,?,WimDeVries,0.025244,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2007ux,?,?,WimDeVries,0.030915,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008A,?,?,WimDeVries,0.016428,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008ad,?,?,WimDeVries,0.050000,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008ae,?,?,WimDeVries,0.030002,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008af,?,?,WimDeVries,0.033507,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1.979,0.205,0.261,0.020,HickenPhD2009
2008ai,?,?,WimDeVries,0.031662,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008ar,?,?,WimDeVries,0.026147,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008as,?,?,WimDeVries,0.019664,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008ba,?,?,WimDeVries,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008bd,?,?,WimDeVries,0.030104,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008bf,1.01,2009ApJ...700..331H,Blondin2010,0.0257,Blondin2010,15.703,0.010,Blondin2010,0.09,?,?,?,?,?,?,?,?,?,?,?,0.097,0.095,0.031,0.010,Blondin2010
2008C,?,?,WimDeVries,0.016621,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008D,?,?,WimDeVries,0.006494,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008E,?,?,WimDeVries,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008F,?,?,WimDeVries,0.018366,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008G,?,?,WimDeVries,0.018640,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008L,?,?,WimDeVries,0.019400,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008T,?,?,WimDeVries,0.018773,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2008Z,?,?,WimDeVries,0.020990,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2009dc,?,?,XWang,0.021391,NED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2009ig,0.87,Howie,Howie,0.00,getfromHowie,?,?,?,?,?,?,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?
MODEL,1.00,LifanWang,LifanWang,0.00,MyGuess,?,?,?,?,?,?,0,?,0.0,0.0,MyGuess,0.0,0.0,MyGuess,0.000000,?,?,?,?,?
